lot,title,artist,medium,signage,size,sale_date,auction_house,auction_name
"31","Escapade (2)","Norman Alfred William Lindsay","Two prints: Facsimile etching","Edition 550  published Odana 1978. And Oblation Offset print","30 x 25 cm; 23 x 16 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"32","Nude Resting","William Boissevain","Mixed media on paper","signed lower right","66 x 87 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"33","Near Wagin 1990","Heather Jones","Oil on canvas on board","signed and dated lower right","49 x 68.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"34","Summer Feast","Robert (Rob) Forlani","Oil on canvas","signed lower edge at right  also signed and titled verso","70 x 180 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"35","The Grape Pickers","Margaret Benoit","Oil on board","signed lower right","39 x 55.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"36","By The Sea","Kenneth Robertson MacQueen","Watercolour and pencil on paper","signed lower right","30 x 40 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"37","Trigg Island, North Beach 1962","William Boissevain","Watercolour and ink","signed and dated lower right","36 x 55.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"38","Skirmish 2011","Michael Jeffery","Acrylic  paint skins and spray enamel on canvas","signed lower left","85 x 60 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"39","Double Edge 2011","Michael Jeffery","Acrylic  paint skins and spray enamel on canvas","signed lower right","60 x 85 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"40","Space Junk 2011","Michael Jeffery","Acrylic  paint skins and spray enamel on canvas","signed lower left","85 x 60 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"41","Diptych: Aztec Dream Parts 1 & 2","Robert (Rob) Forlani","Oil on canvas","both  signed lower edge at right  also signed and titled verso","84 x 150 cm (x 2)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"42","Untitled ' Large Landscape 1995","David Gregson","Oil on canvas","signed and dated lower right","84 x 110 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"43","Untitled ' Still Life 1992","David Gregson","Oil on canvas","signed and dated lower right","73.5 x 88 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"44","Windsor Landscape 1907","Isabel McWhannell","Watercolour","signed and dated lower right","26 x 52.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"45","Greek Island 1998","Elizabeth Ford","Oil and beeswax on canvas","signed and dated lower left","23 x 30 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"46","Capricornian Coast","James Holmyard","Oil on canvas on board","signed lower right","37.5 x 57 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"47","L.E.D. 1996","Hans Arkeveld","Cast and painted lead on a wooden plinth","Edition 2/4  titled  dated and editioned under base  signed under right arm","25 x 9.5 x 7.8 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"48","Nude Study","William Boissevain","Mixed media on paper","signed lower right","63 x 53 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"49","Plant Life","Rebecca (Bec) Juniper","Oil on canvas","","168 x 72 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"50","The Quick and the Dead Hand","Leon Pericles","Coloured etching","1/60  signed lower centre  each panel","15 x 12.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"51","Study of Mandurah c1920","James Walter Robert Linton","Pencil on paper","","14 x 24.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"52","Whale Chaser, Albany 1961","Geoff W. Riddley","Watercolour on paper","signed and dated lower right","12.5 x 13 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"53","Lake Leschenaultia 1945","Betsey Linton","Watercolour on paper","dated lower left","13.5 x 16 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"54","Fremantle Cottage 1933","Frank E. Mills","Watercolour on paper","signed and dated lower left","13.5 x 21 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"55","Canning Bridge and South Perth from Kings Park c1940s","Leolin Addison (Addison) Barker","Watercolour on paper","signed lower right","14 x 19.3 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"56","Old Abbey Ruins by Moonlight 1929","John Barker","Oil on board","signed lower right  also signed & dated verso","26 x 29 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"57","Head 2009","Adam Cullen","Cast bronze on marble base","signed [AC]  dated and editioned [A/P] rear of head","18 x 7 x 8 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"58","Perth from Kings Park","Irene Carter","Watercolour on paper","signed lower right  also signed and titled verso","20.5 x 30 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"59","The Back Fence","Harald Hansen Gallis Vike","Oil on canvas on board","signed lower left","53.5 x 90 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"60","Greenbushes, WA 1921","Thomas Shekleton Henry","Watercolour on paper","signed and dated lower right","37.5 x 27 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"61","Guildford, WA 1924","Edgar Steitz","Oil on canvas on board","signed and dated lower right","36.5 x 54.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"62","Landscape, Yanchep, WA 1925","James Walter Robert Linton","Watercolour on paper","signed and dated lower left","45 x 69 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"63","The Turn Off","Colin Ross Parker","Oil on board","signed lower left","58 x 58 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"64","Silver Princess 1994","Jude Taylor","Linocut Edition 4/40","signed and dated lower right under image  monogram lower right within image  titled lower centre","25 x 12.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"65","Portrait of Sir Claude Hotchin c1962","Elizabeth Blair Barber","Oil on canvas","signed lower right","89 x 60 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"66","Boat Scene, Fremantle WA","Thomas (Tam) Ambrose","Oil on canvas","signed lower left","64 x 89 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"67","Bridge Over the Seine c1941","Louis V. Kahan","Watercolour on paper","","25 x 33.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"68","Summer Landscape 1946","James Walter Robert Linton","Watercolour","signed with monogram and dated lower left","24 x 34 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"69","Nullabor Cave 1970","Frank Pash","Oil on canvas on board","signed and dated lower right  with title on plaque","89 x 124 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"70","Broome 1947","Mary Durack","Watercolour on paper","signed titled and dated lower right","13 x 23.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"71","Rottnest Island WA ' Salt Lakes","Attributed Marjorie (Marj) Tarling","Watercolour on paper","","22 x 37.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"72","The Poplars, Botanical Gardens 1967","Harald Hansen Gallis Vike","Oil on canvas on board","signed lower right","44.5 x 53 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"73","The Roman Wall, Essex c1935","Hal Missingham","Oil on board","","38 x 50 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"74","Original London Transport Poster for Lord Mayor's Show, 1936","Hal Missingham","Poster","","25 x 31.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"75","The Kid","Elizabeth Durack","Watercolour and dyeline","signed lower right","47 x 35.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"76","The Bowl of Roses","Joseph Zago","Acrylic on paper","signed lower right","48 x 63 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"77","Presentation Night","Margaret Benoit","Oil on board","signed lower right","43 x 31.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"78","Kendall, NSW 1925","Frederick (Fred) Ronald Williams","Watercolour on paper","signed  titled and dated lower right","13.5 x 18.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"79","The Inlet, Augusta","Flora Landells","Watercolour on paper","signed lower right","17 x 12.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"80","Cambodian Wood 1989","Hans Arkeveld","Mixed media construction","signed and titled verso","34.5 x 51.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"81","Spotted Opossum, White (Dasyurus Viverrinus) 1825","John William Lewin","Hand coloured copperplate engraving","published by G.B. Whittaker  London","12.5 x 21 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"82","Tiger-Wolf and Wombat c1865","Artist Unknown","Hand coloured lithograph  inscribed 'Australia' lower centre on plate","and [XXlV] upper right. Likely from 'The Instructive Picture Book: Quadrupeds' Edited by Adam White. A rare image of Australian thylacines","19 x 26.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"83","Melbourne Views (3)","Mark Strizic","Silver gelatin photographs:  signed  dated and titled on mount under image","","dated and titled on mount under image","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"84","By a Red Tree","Bradd Westmoreland","Oil on linen","signed lower left  92 x 46 cm. Provenance: Niagara Galleries Victoria","sales in","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"85","Vernon Street, Bondi","Ric Elliot","Oil on board","signed lower right  titled verso","17.5 x 22.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"86","Tomki 1886","William James Forster","Watercolour and body-colour","signed lower left. inscribed verso [North Coast Steam Navigation Company. Steel TSS 589 Tons 180 x 27.2 x 14.4 2 Mast Schooner. Built 1882 by R.H. Green Blackwall. Lost Richmond River Bar 14 Sep 1907]","33 x 60.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"88","Lady with Flowers (2)","Constantine Popov","Acrylic on canvas","signed centre right","30 x 25 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"89","Abstract Form","George Nicolov Kosturkov","Polished bronze with integral plinth","","42 cm high","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"90","Two Models (Rita Young and Cherry Cullen)","Norman Alfred William Lindsay","An early","framed oleograph  varnished","45 x 37 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"91","Kimberley 1984","John Henry Olsen","Etching in colours","edition 61/100  titled lower centre  signed and dated lower right","36.5 x 59.5 cm (plate)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"95","Tjangala Men 2000","Clifford Possum Tjapaltjarri","Acrylic on canvas","signed titled and dated verso.  inscribed [PLCP 32-2000] 'Peter Los Collection'","86 x 127 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"107","Wangkardu 2003","Helicopter Joe Tjungurrayi","Synthetic polymer paint on linen","inscribed verso [Warlayirti Artists AK 9595 Helicopter 181/03]","150 x 750 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"109","Wandjina","Omborrin","Synthetic polymer paint on canvas","inscribed verso [Omborrin Jim 17]","122 x 91 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"110","Watiya Tjuta (Acacia Trees)","Mitjili Naparrula","Synthetic polymer paint on linen","inscribed verso [Mitjilili 8-1]","130 x 63 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"119","Untitled","Elsie Napanangka Granites","Synthetic polymer paint on linen","","106 x 77 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"120","Ghost Gums, Central Australia","Arnulf Ebatarinja","Watercolour on paper","signed lower right centre","22 x 33 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"123","Field Games 1991","Harry Bilson","Oil on canvas","signed and dated lower centre-left","89 x 120 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"124","Sailing on the Clyde 1900","George Houston","Watercolour","signed and dated lower left","23.5 x 33 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"125","Untitled ' Still Life 1994","Antonio Minezzi","Mixed media on paper","signed and dated lower centre","60 x 49 cm (with book)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"126","The Doge's Palace, Venice Circa late 19thc","Artist Unknown","Oil on canvas","","59 x 93 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"127","St Mark's Campanile and the Doge's Palace, Venice Circa late 19th century","Artist Unknown","Oil on canvas","","59 x 95 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"128","Italianate Landscape","Artist Unknown","Oil on canvas","","71 x 56 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"129","Heron","Graeme Quinn","Bronze","","64 cm high","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"130","Nouvelle Hollande (Port du Roi Georges) (Albany)","Louis Auguste De Sainson","Lithograph","","37.5 x 30 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"131","A Map Colony of New South Wales","John Dower","Hand coloured engraving  inscribed on plate under image lower right [Drawn and engraved by J. Dower","Pentonville London]","33 x 41 cm (image)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"132","Comanche Raider 1991","Kevin McCarthy","Bronze","edition A/P 3/20  having incised signature and date at base  above stamped edition number","50 x 50 x 27 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"133","Backstage Black","Laura Knight","Chalk on paper","titled and signed lower right","34 x 24.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"134","Between Acts","Laura Knight","Black chalk on paper","titled and signed lower right","33.5 x 23.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"135","Between Acts, Romeo and Juliet, The Regent 1922","Laura Knight","Black chalk on paper","titled and signed lower right","33.5 x 23.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"137","The Miller's Tale l 1972","Elisabeth Frink","Etching with aquatint","Artist's Proof  signed lower right  titled lower centre under image","30 x 24.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"138","The Miller's Tale ll 1972","Elisabeth Frink","Etching with Aquatint","Artist's Proof  signed lower right  titled lower centre under image","30 x 24.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"139","Mitre Peak and Sinbad Gully 1988","Peter Beadle","Oil on board","signed and dated lower left","49 x 754 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"140","Owl","Cristina Puell","Patinated bronze and marble","signed verso  with foundry marks [A Paor]","16 cm high","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"143","Lilacs","Bela Balogh","Oil on canvas","signed lower right","59 x 78.5 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"144","Spring Garden","Siegfried Rochel","Oil on canvas","signed lower right","68 x 78 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"145","Freshening Winds ' The Clipper Turakina","Henry Montagu Douglas Scott","Oil on canvas","signed lower right","75 x 100 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"146","Carolina","Artist Unknown","Oil on canvas","inscribed [Carolina Stralsund Capt J C Maafs 1869] lower centre","48 x 74 cm","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
"147","[No title given] (pair)","Cavaliere Piranesi","Perhaps late 18th century engravings","inscribed and with his name lower left. Within matched elaborate frames","52 x 39 cm (plate size)","19-Mar-24","McKenzies Auctioneers","Art, Collectables, Furniture. (Art lots only), McKenzies Auctioneers, Perth"
